NodeId,X,Y,Z,TotalTraffic
AADYUQX,26.35693,1.6,-172.3351,3420
WMCETLU,27.7678,1.6,-174.3257,192
VXBCIGZ,33.09442,1.6,-162.8345,2348
HKUZFKD,34.95694,1.6,-167.7308,2648
KMLKUQR,35.72402,1.6,-169.9063,346
LORMMPP,35.99438,1.6,-126.0173,1355
DVSQXME,42.17286,1.6,-150.4255,192
GCIMOJI,43.95736,1.6,-159.1983,884
QZHCIDB,45.62632,1.6,-165.4214,1776
ADGJTKS,54.66919,1.6,-191.9434,1036
LYWWMUC,65.56102,1.6,-191.3194,269
THUJYGN,69.31068,1.6,-187.3934,168
BYGXAIA,73.12305,1.6,-149.2045,45
UKRUMVP,72.26047,1.6,-142.5263,60
DTENBLW,64.50444,1.6,-144.6328,234
OBZCUEN,66.12926,1.6,-151.191,6628
UIKLFXE,69.19653,1.6,-166.6588,918
GWQGODT,71.44981,1.6,-178.153,462
UVGYQQX,74.44503,1.6,-165.5086,69
KYJMXJW,78.0545,1.6,-182.8768,11
AUYKOZG,73.71783,1.6,-184.9537,621
BHDCWCY,93.10708,1.6,-194.8566,22
FCIQYRR,104.563,1.6,-183.2917,22
GHFGARE,100.5459,1.6,-170.6418,19
GGSBOMC,95.37556,1.6,-169.3091,14
TEEWSCY,94.70675,1.6,-161.3141,14
KDXQCEV,109.3457,1.6,-155.7921,2
GHUOOYN,105.7008,1.6,-155.8897,24
RBUBMPI,191.4474,1.6,-163.4187,5
TTOCKAW,187.1274,1.6,-163.8156,9
DYBUVCF,182.5342,1.6,-161.7821,65
SUZWGEZ,184.2025,1.6,-152.7461,4
ZOKZBJJ,178.5964,1.6,-150.4036,5
TGHFQDZ,174.3954,1.6,-158.9776,15
AOHZXNE,176.2212,1.6,-152.1092,15
QJEVGYX,173.6498,1.6,-151.6269,109
GTPOGRW,159.432,1.6,-167.8071,12
KIEEXQC,169.4137,1.6,-168.7244,48
QZPVUYX,168.7352,1.6,-184.6138,2
OTSBSPN,178.4032,1.6,-184.5174,3
GPOQASF,187.623,1.6,-176.5494,2
FVUYYAC,180.4987,1.6,-168.0432,2
ZVSKQSJ,178.6539,1.6,-174.8929,5
XNQNODZ,102.3573,1.6,-146.1387,1109
ELRZBCU,103.6824,1.6,-147.9394,194
WJJGQBP,135.976,1.6,-136.8594,522
TRMYTUS,136.8017,1.6,-139.0106,425
LJQLXXJ,146.8123,1.6,-141.0045,2041
MPKBPUA,145.6992,1.6,-142.2467,758
PEEVKSC,144.1337,1.6,-138.1339,1121
YCPJIEF,141.5765,1.6,-137.3745,27
PPXUNOR,171.2952,1.6,-160.3023,13609
OPEBZOS,170.5615,1.6,-162.5872,2726
HQVUOFQ,193.6246,1.6,-166.962,1
ZMLSQIV,193.8914,1.6,-168.692,9415
JZSMESV,160.9507,1.6,-132.2025,96
VNGHAVL,143.5042,1.6,-134.3814,2273
LAQPIHW,93.53083,1.6,-93.28774,1965
KIWSOUZ,102.4936,1.6,-104.9673,3937
WGXGCZW,116.5468,1.6,-116.3717,2047
OBXEGQH,124.2624,1.6,-116.9635,1147
EDUQBMP,172.9325,1.6,-101.3072,108
XZXDVUR,169.0421,1.6,-104.8112,96
HFXMBUK,165.0058,1.6,-103.2962,93
XYGVMJM,157.8692,1.6,-100.1071,91
UUQJFSB,152.5839,1.6,-100.5496,171
VHAZLCA,131.9646,1.6,-113.9599,2444
DCFENXI,192.723,1.6,-109.5888,989
JYFCJNI,181.0867,1.6,-94.57648,2080
SVNGCFT,168.5462,1.6,-80.21404,1805
XOTDTAM,187.8313,1.6,-88.19605,340
OIPXPTJ,175.0527,1.6,-72.89366,271
VVQEHPV,100.3681,1.6,-67.41448,1012
PRKHOII,130.6152,1.6,-57.2993,2100
URDOWUO,154.3861,1.6,-67.95434,1956
XLNQGGK,167.325,1.6,-61.51832,344
VIYOSUW,172.0715,1.6,-56.3421,1255
QUMFQQS,132.8668,1.6,-40.0145,1022
MDZBYQL,91.85995,1.6,-46.70505,966
NZKVWZW,49.1023,1.6,-61.27088,2306
TVYJUPB,30.17308,1.6,-74.08347,1333
HXZTIRI,101.7084,1.6,-48.82016,1014
PIQKYSM,92.17898,1.6,-63.83892,249
NSNEUUE,89.06921,1.6,-74.67349,3575
OMVJYBA,63.64083,1.6,-98.51163,6177
OBRVLVV,55.24787,1.6,-96.00959,1235
LZDHGVU,52.4337,1.6,-92.04309,291
UFNWOKR,62.20317,1.6,-72.47504,309
UEHBHED,46.2298,1.6,-80.70977,609
XVYHKAT,37.02454,1.6,-81.5257,1166
RYFOLUV,19.88384,1.6,-97.09803,246
ZURZAOH,29.79014,1.6,-87.03738,478
QALWIJN,22.41141,1.6,-81.10616,918
SFAWAFA,14.86666,1.6,-81.54704,166
GPYCTYW,38.81963,1.6,-94.06898,4292
XMSFSQS,37.6678,1.6,-94.72535,1025
ABJTDDT,141.024,1.6,-7.855293,813
XSRFVBG,116.8444,1.6,-9.583321,604
MGLWVLV,115.3175,1.6,-4.776535,4734
EMECZUY,188.1908,1.6,-24.45911,4566
VYDBQHA,191.5332,1.6,-21.53741,1075
HDFMPLZ,188.653,1.6,-34.72588,1781
SOVIOBY,187.3077,1.6,-12.06097,17
YQGIVSH,193.8192,1.6,4.407852,31
TIEGNFU,184.7997,1.6,-9.744858,25
PTKSVHH,184.6902,1.6,-15.04942,4338
RPQDNCL,180.5588,1.6,-11.56337,611
EQLAFQE,174.838,1.6,-16.05429,8071
JIZNRGB,173.6349,1.6,-9.260498,2241
NYFBFDP,169.0125,1.6,-0.3273392,331
LJHRMWH,168.2029,1.6,-8.573067,523
ICBPDBN,166.3596,1.6,-14.96469,925
NVYXXKB,165.7821,1.6,-8.434525,1224
CDHXGZO,150.9792,1.6,-2.502121,11
QWCFYRJ,151.1473,1.6,-8.037041,1247
UBXEMEU,161.4907,1.6,-12.91291,733
UGVPVMB,147.521,1.6,-11.82133,529
KHJYNZQ,128.6934,1.6,-12.33708,864
WBCEKOK,114.9214,1.6,-13.91109,7
UIUWDHO,103.7984,1.6,-15.15599,59
FFIJWKQ,95.91098,1.6,-10.32207,547
BKWJJMG,80.29377,1.6,-21.20647,87
DWZPGEA,66.90916,1.6,-27.57484,31
ZRRMVFP,77.13312,1.6,-15.11285,527
BYXCWTQ,63.74117,1.6,-21.15282,216
JFHASUT,61.42376,1.6,-15.3353,751
LSTDBJD,89.8,1.6,-3.1,1557
NOMAEHD,76.56005,1.6,-6.155472,1877
FFFRTCC,60.27735,1.6,-13.13049,2205
QZGGEXC,21.81758,1.6,-38.23365,13
MSWLOEM,23.69367,1.6,-41.61574,22
DQPTRFG,20.06263,1.6,-43.63602,22
HHPSWEU,14.67761,1.6,-46.92978,11
MKERBNG,16.6,1.6,-56.7,216
UPCJZZJ,24.85759,1.6,-51.21338,294
GHPJRDI,40.46675,1.6,-42.24652,475
QIGMTFY,31.56262,1.6,-33.78522,30
CSLRAWI,20.94431,1.6,-20.81198,38
ZKSZVVS,25.18565,1.6,-28.28752,25
PTZNCWG,22.36376,1.6,-34.00612,25
DWQZTFB,15.83414,1.6,-37.5712,61
EYXFRPY,10.84144,1.6,-36.74316,32
UXGJJLH,11.43094,1.6,-33.84883,32
NLXPKEP,9.71946,1.6,-30.23498,32
TDQIFPV,6.126953,1.6,-28.8886,32
ETZUMNI,13.39766,1.6,-19.45848,42
ZFZJJNW,36.39618,1.6,-30.30556,95
BHUTYZL,48.06775,1.6,-27.01706,79
FNGIFFD,45.45363,1.6,-27.94292,133
ELXBEJG,49.74987,1.6,-35.81261,134
SINWOLT,54.56629,1.6,-31.84164,77
VHQAKZC,56.53503,1.6,-24.46588,576
IUMJVMR,48.22823,1.6,-21.22146,4250
IKFFDWP,16.47466,1.6,-10.10233,1623
AKVXUVV,-167.819,1.5,72.7989,15181
